name,age,overall,potential,diff,hh
Emiliano Vidart,19,57,68,11,young
Ionut Andres,21,55,66,11,young
Justin Rasmussen,22,57,65,8,young
Kaito Yasui,21,56,66,10,young
Cristian Maxim,18,52,70,18,young
Anthony Marcucci,21,51,59,8,young
Ryan Sailor,23,56,64,8,young
Kai Matsuzaki,23,60,65,5,young
Jesús Lázaro Owono Ngua Akeng,20,59,72,13,young
Jostin Alarcón,18,65,75,10,young
Toby Steward,16,52,77,25,young
Dmytro Riznyk,22,67,74,7,young
Vladislav Shitov,18,63,78,15,young
Daniel Villahermosa,20,63,75,12,young
Sebastian Selin,18,57,75,18,young
Vahan Bichakhchyan,21,67,75,8,young
Azeem Abdulai,18,54,68,14,young
Luca Gemello,20,64,74,10,young
Noa Dundas,17,50,73,23,young
Javier Guerra Moreno,18,61,79,18,young
Alejandro Alvarado,17,60,75,15,young
Martín Suárez,17,57,78,21,young
Liam Chipperfield,17,51,74,23,young
Gonzalo Carneiro,25,66,69,3,young
Yonathan Rodríguez,28,72,73,1,young
Alexander Oroz,18,64,76,12,young
Kerem Şen,19,60,75,15,young
David Amigo Calamardo,18,60,76,16,young
Matías Ocampo,19,63,77,14,young
Taofeek Ismaheel,20,62,77,15,young
Daniel Fila,18,66,74,8,young
David Jurásek,20,68,77,9,young
Saleem Akanbi,17,51,68,17,young
Hugo Weckmann,17,57,78,21,young
Leonardo Daniel Ulineia Buta,19,60,76,16,young
Robin Voisine,19,58,68,10,young
Kadin Chung,22,59,66,7,young
Kervin Arriaga,23,64,69,5,young
Friday Etim,19,62,77,15,young
Cedrik Gbo,18,60,72,12,young
Lucas Noubi,16,55,73,18,young
Miller Thomson,16,57,73,16,young
Jannik Looschen,24,44,47,3,young
Luka Gagnidze,18,60,73,13,young
Logan Pye,17,59,76,17,young
Sem Valk,19,57,74,17,young
Miliano Jonathans,17,58,76,18,young
Bartosz Cybulski,18,54,67,13,young
Christian Friedrich,18,55,70,15,young
Daniel Da Silva dos Anjos,25,69,72,3,young
Cy Goddard,24,59,62,3,young
Leeroy Owusu,24,65,70,5,young
Muteb Al Mutlaq,23,57,62,5,young
Joe Caletti,22,61,64,3,young
Henrique De Souza Trevisan,24,66,70,4,young
Ryota Aoki,25,63,64,1,young
Kaan Kairinen,22,65,71,6,young
Kei Ishikawa,28,62,63,1,young
Gakuto Notsuda,27,67,68,1,young
Ryo Hatsuse,23,68,72,4,young
Liam Gordon,25,67,70,3,young
Mukhtar Ali,23,64,71,7,young
Dae Won Kim,24,67,70,3,young
Josh Grant,22,63,69,6,young
Joe Riley,24,63,67,4,young
Saeid Ezatolahi,24,66,70,4,young
Yuki Kakita,23,68,74,6,young
Dong Jin Park,26,64,65,1,young
Russell Canouse,26,71,74,3,young
Robert Harker,21,58,67,9,young
Paolo Yrizar,23,64,69,5,young
Ho Ik Jang,27,68,69,1,young
Ryan Sandford,22,55,65,10,young
Udanta Singh,25,58,61,3,young
Vinit Rai,23,56,64,8,young
Béni Nkololo,24,58,61,3,young
Marius Adamonis,24,61,67,6,young
Aaron Lewis,23,62,66,4,young
John Salas,24,67,72,5,young
Anthony D'Alberto,26,65,66,1,young
Jaushua Sotirio,25,61,63,2,young
Guido Guerrieri,25,62,66,4,young
Joe Nuttall,24,60,63,3,young
Daniel O'Shaughnessy,26,67,68,1,young
Damion Lowe,28,67,68,1,young
Colby Bishop,24,66,70,4,young
Kyle Dempsey,25,67,70,3,young
Hao Chen,28,64,65,1,young
Emil Hansson,23,67,73,6,young
José Carlos Ramírez Suárez,25,63,66,3,young
Tom James,25,64,66,2,young
Nathan Smith,25,63,64,1,young
Jake Beesley,24,64,68,4,young
Luca Zander,25,69,72,3,young
Racine Coly,25,68,71,3,young
George Cooper,24,64,68,4,young
Jordan Smith,26,67,69,2,young
Cristian Manea,23,69,74,5,young
Adrían Spörle,25,64,65,1,young
Antoine Batisse,26,67,70,3,young
Hugo Boumous,25,70,73,3,young
Marco Schuster,25,70,72,2,young
Craig MacGillivray,28,65,66,1,young
Peter Leeuwenburgh,27,68,70,2,young
Sandesh Jhingan,27,64,65,1,young
Tobias Schützenauer,24,64,66,2,young
Rodney Kongolo,23,67,72,5,young
Mark Helm,19,58,69,11,young
Gustaf Norlin,24,63,66,3,young
Jakob Tånnander,20,60,72,12,young
Kang Han Lee,21,54,65,11,young
Guy Mbenza,21,64,75,11,young
Danny Agostinho Henriques,23,65,74,9,young
Sultan Faqihi,26,59,60,1,young
Manny Adebowale,23,56,64,8,young
Oh Yeon Cha,23,53,61,8,young
Cătălin Barbu,21,56,66,10,young
Akinori Ichikawa,22,58,66,8,young
Yusuke Matsuo,23,66,70,4,young
Katsuhiro Nakayama,24,66,68,2,young
Chunxin Chen,23,48,55,7,young
Zhizhao Li,21,50,60,10,young
Memet Abdulla Ezmat,23,50,56,6,young
Nikos Christogeorgos,21,60,70,10,young
Dimitris Serpezis,20,61,72,11,young
Yackson Rivas,19,63,72,9,young
Jair Toledo,25,64,67,3,young
Rasmus Cronvall,19,54,66,12,young
José Estupiñán,21,63,70,7,young
Juan Ramón Cáceres,19,59,74,15,young
Thiago Rodrigues de Souza,24,64,67,3,young
Jackson Rodríguez,22,64,70,6,young
Fabrizio Correa,20,59,71,12,young
Efthymis Christopoulos,20,59,70,11,young
Nicolás Sosa,25,66,69,3,young
Jeremy Silva,20,56,64,8,young
Tomson Minda,20,63,71,8,young
Ryotaro Ishida,19,57,68,11,young
Sandip Mandi,19,49,60,11,young
Álex Vázquez,19,60,72,12,young
Min Gyu Kim,21,52,61,9,young
Young Jun Goh,19,58,72,14,young
Damiano Pecile,19,56,69,13,young
Mark Byrne,20,52,63,11,young
Milton Maciel,21,65,74,9,young
Ricard Pujol Amat,23,66,73,7,young
Niall O'Keeffe,20,57,63,6,young
Pedro Ibáñez,20,64,74,10,young
Nkosi Tafari,24,64,67,3,young
Ifunanyachi Achara,23,60,66,6,young
Pedro Miguel Santos Amador,22,66,73,7,young
George Dragomir,17,55,71,16,young
Sidney Obissa,20,56,68,12,young
Carlos Montoya,19,64,74,10,young
Ayman Ben Mohamed,26,65,66,1,young
Liam Roberts,26,65,66,1,young
Mikael Norø Ingebrigtsen,24,63,66,3,young
Germán Parreño Boix,28,67,69,2,young
René Klingenburg,27,66,67,1,young
Hakeeb Adelakun,25,61,62,1,young
Kosuke Kinoshita,26,62,63,1,young
Fabrice Ondoa,24,67,72,5,young
Houssam Eddine Ghacha,25,68,69,1,young
Rodrigo F. Conceição,21,66,73,7,young
Clemens Riedel,17,58,73,15,young
Antonis Makatounakis,17,58,70,12,young
José Manuel Vivancos García,21,63,74,11,young
Harry Wood,18,57,70,13,young
Miguel Ângelo Ferreira Magalhães,18,66,77,11,young
Þórir Jóhann Helgason,20,55,65,10,young
Eros Mancuso,22,63,71,8,young
Joe Tomlinson,21,61,69,8,young
Elias Spago,19,56,67,11,young
Giacomo D'Asaro,18,53,68,15,young
Boitumelo Radiopane,18,59,77,18,young
Ilyes Ziani,18,55,71,16,young
Magnus Sjøeng,19,55,68,13,young
Jonas Urbig,17,55,75,20,young
Samy Baghdadi,23,62,66,4,young
Ryan Stratulis,18,52,60,8,young
Fin Back,18,57,74,17,young
Lucas Esteves Souza,21,62,67,5,young
Francis Momoh,20,57,69,12,young
Luís Fellipe Rodrigues Mota,17,61,71,10,young
Rousseau De Poorter,19,57,68,11,young
Daniel Crisostomo,24,57,64,7,young
Yahav Gurfinkel,23,57,64,7,young
Blake Archbold,19,51,60,9,young
Ethan Cox,17,51,67,16,young
Daniel Nkrumah,17,53,64,11,young
Alejandro Rodríguez Lorite,19,58,72,14,young
Álvaro Bravo Jiménez,23,63,70,7,young
Marc Leonard,19,56,71,15,young
Mikaël Cantave,24,60,63,3,young
Iker Benito Sánchez,18,63,75,12,young
Pablo Ibáñez Lumbreras,22,61,69,8,young
Pablo Valencia García,20,62,71,9,young
Kaito Mizuta,21,60,67,7,young
Aaron Donnelly,18,52,69,17,young
Duvan Mina,18,62,77,15,young
Drissa Camara,19,58,74,16,young
Pape-Alioune Ndiaye,23,63,66,3,young
Felix Hache,17,57,70,13,young
Étienne Youte Kinkoue,19,63,76,13,young
Billy Brooks,17,52,68,16,young
Simone Canestrelli,20,63,72,9,young
Ilyes Hamache,18,57,72,15,young
Juan Franco,19,64,77,13,young
Daniel Chesters,19,57,69,12,young
Pablo Bennevendo,21,61,69,8,young
Elikia Mbinga,20,60,71,11,young
Eldin Dzogovic,18,58,71,13,young
Luis Carlos Rodríguez,18,59,77,18,young
Kelvin Kalua,21,59,63,4,young
David Strelec,20,64,72,8,young
Loïc Williams Ntambue,19,57,72,15,young
Borislav Ivaylov Stankov,19,62,76,14,young
Fabian Cavadias,19,60,69,9,young
Moritz Wels,16,55,73,18,young
Antonio López,24,61,64,3,young
Josh Key,21,63,69,6,young
Miguel Tapias,24,61,66,5,young
Andi Koshi,20,58,69,11,young
Juan Gabriel Rodríguez,27,72,73,1,young
Regan Griffiths,21,56,66,10,young
Shilong Wang,20,47,60,13,young
Koen Bucker,25,62,66,4,young
Yuta Taki,21,62,70,8,young
Patryk Plewka,21,63,73,10,young
Franco Russo,26,71,74,3,young
Lalruatthara Lalruatthara,26,55,56,1,young
Jérémy Guillemenot,23,65,71,6,young
Ahmet Gürleyen,22,64,72,8,young
Nabil Alioui,22,66,73,7,young
Ariel Muñoz,20,61,72,11,young
Mateusz Młyński,20,63,74,11,young
Joseph Manley,22,54,58,4,young
Noah James,20,54,67,13,young
Ryan Stirk,20,62,70,8,young
Adrián Guerrero Aguilar,23,70,77,7,young
Abdelkabir Abqar,22,61,71,10,young
Jordan Murray,25,64,66,2,young
Yuta Koike,24,64,69,5,young
Yann Kitala,23,64,71,7,young
Jack Lankester,21,62,70,8,young
Mounaïm El Idrissy,22,64,72,8,young
Mamudu Moro,26,63,64,1,young
Santiago Rojas,25,72,76,4,young
Carlos Áñez,25,65,66,1,young
Joachim Rothmann,20,58,68,10,young
Vinni Triboulet,22,63,71,8,young
Georgios Pintidis,21,57,70,13,young
Denis Ciobotariu,23,65,73,8,young
Rasmus Wikström,20,55,70,15,young
Álvaro Valles Rosa,23,69,76,7,young
Jan Van den Bergh,26,69,71,2,young
Alexis Gutiérrez,21,64,71,7,young
Julius Tauriainen,20,61,72,11,young
Rúben Daniel Fonseca Macedo,25,65,68,3,young
Erick Wiemberg,27,69,70,1,young
Ikuma Sekigawa,20,65,73,8,young
Dennis Collander,19,62,74,12,young
Orest Lebedenko,22,66,75,9,young
Yahia Nader,22,68,76,8,young
Adrien Perez,25,60,61,1,young
Kwang Jun Lee,25,56,59,3,young
Ahmed Barman,27,66,67,1,young
Andrés Arroyo,19,61,79,18,young
Vincent Gembalies,21,61,67,6,young
Daniel Wilmering,20,60,69,9,young
Frank Stople,19,56,70,14,young
Keita Takahata,20,60,68,8,young
Cezary Miszta,19,63,74,11,young
Maxen Kapo,20,59,66,7,young
Geani Crețu,21,62,68,6,young
Răzvan Ducan,20,62,70,8,young
Iulian Cristea,26,70,72,2,young
Ionuț Panțîru,25,67,70,3,young
Ionuț Vînă,26,65,66,1,young
Magnus Knudsen,20,62,74,12,young
Pavel Maslov,21,67,75,8,young
Thomas Hasal,21,64,72,8,young
Thore Pedersen,24,65,70,5,young
Nishu Kumar,23,59,66,7,young
Mohammad Nawaz,21,56,66,10,young
Zachary Duncan,21,62,74,12,young
Luis Nițu,20,60,69,9,young
Johannes Handl,23,67,75,8,young
Soo Bin Lee,21,61,74,13,young
Dawid Szot,20,61,73,12,young
Brahima Doukansy,21,63,72,9,young
Nico Jones,19,54,71,17,young
Allan Linguet,21,63,72,9,young
Daniel Skretteberg,19,53,69,16,young
Sergej Grubač,21,61,68,7,young
Philip Slørdahl,20,60,68,8,young
Mikkel Møller Lassen,19,59,71,12,young
Alfonso Ocampo-Chavez,19,54,68,14,young
Tom Leak,20,58,64,6,young
Jimmy Knowles,19,57,67,10,young
Jonas Wendlinger,20,57,66,9,young
Waleed Al Ahmed,22,58,68,10,young
David Gugganig,24,67,71,4,young
Dirk Abels,24,67,71,4,young
Connor Parsons,20,56,67,11,young
Anderson Oliveira Silva,23,69,76,7,young
Imari Samuels,18,54,74,20,young
Ayrton Mboko,23,61,65,4,young
Yousef Omar,27,59,60,1,young
Sven Sonnenberg,22,66,73,7,young
Pelle Mattsson,19,55,69,14,young
Alejandro Mula Sánchez,24,66,69,3,young
Alberto Grassi,26,72,73,1,young
Luca Palmiero,25,71,76,5,young
Dominic Hyam,25,71,74,3,young
Eoghan O'Connell,25,64,67,3,young
Omenuke Mfulu,27,68,69,1,young
Godfred Donsah,25,70,75,5,young
Craig Halkett,26,70,72,2,young
David Ramírez,25,70,73,3,young
Youssouf Koné,25,70,73,3,young
Ted Bishop,24,63,66,3,young
Gautier Lloris,25,69,72,3,young
Liam Kinsella,25,64,65,1,young
Juan Cruz Komar,24,73,80,7,young
Nélson Macedo Monte,25,70,75,5,young
Grejohn Kyei,25,69,71,2,young
Otávio Henrique Passos Santos,27,74,76,2,young
Alexis Blin,24,71,73,2,young
Timon Wellenreuther,25,70,74,4,young
Alessandro Ciranni,25,71,75,4,young
Adam Phillips,23,65,68,3,young
Jessy Benet,26,69,71,2,young
Brice Wembangomo,24,68,73,5,young
Nikolai Laursen,23,68,73,5,young
André Campos Moreira,25,67,72,5,young
Daniel Crowley,23,67,71,4,young
Marnon Busch,26,71,72,1,young
Gustav Henriksson,23,66,74,8,young
Argyris Kampetsis,22,66,74,8,young
Jorge Marsiglia,22,63,72,9,young
Cleilton Monteiro da Costa,22,65,73,8,young
Abdulelah Al Shammari,22,57,65,8,young
Cristian Rodríguez Pérez,25,68,71,3,young
Luca Connell,19,61,77,16,young
Juan Camilo Becerra,23,65,72,7,young
Yéiler Góez,21,68,76,8,young
Jorge Mier Martínez,21,63,73,10,young
Bryan Castrillon,22,66,74,8,young
Ali Reghba,21,59,68,9,young
Promise Omochere,20,55,65,10,young
Kenzo Goudmijn,19,64,80,16,young
Adam O'Reilly,20,58,65,7,young
Magnus Finne Wørts,22,60,71,11,young
Juan José Echave,20,56,64,8,young
Paul Arano,26,63,64,1,young
Callan Elliot,21,59,66,7,young
Johan Madrid,24,67,70,3,young
Matthias Phaëton,21,64,72,8,young
Axel Grijalva,20,58,72,14,young
Jin Woo Jo,21,58,71,13,young
Ylldren Ibrahimaj,25,67,68,1,young
Lewis Brunt,20,55,69,14,young
Carl Björk,21,63,71,8,young
Martijn Berden,23,64,67,3,young
Ali Youssef,20,60,69,9,young
Mahamé Siby,24,66,72,6,young
Mark Coyle,24,62,69,7,young
Franco Pérez,22,63,72,9,young
Filip Bundgaard,16,57,75,18,young
Mariusz Fornalczyk,18,61,75,14,young
Rocco Reitz,19,64,78,14,young
Luis Carbonell Artajona,18,63,81,18,young
Vicente Besuijen,20,65,74,9,young
Dejan Tetek,18,64,77,13,young
Yahya Kalley,20,60,71,11,young
Mike Alexander Cevallos,20,61,73,12,young
Celton Ansumane Biai,19,60,74,14,young
Viljami Sinisalo,19,55,72,17,young
Albian Hajdari,18,59,79,20,young
Marc Lamti,20,62,72,10,young
Szymon Czyż,19,63,73,10,young
Luciano Ferreyra,19,64,79,15,young
Julian Hettwer,18,60,71,11,young
Nicolás Quagliata,22,69,77,8,young
Lautaro de León Billar,20,66,80,14,young
Jan Biegański,18,63,76,13,young
Haitam Abaida El Achhab,19,63,78,15,young
Gonzalo Abrego,21,68,76,8,young
Franco Tongya,19,60,71,11,young
Ramiro Enrique,20,65,77,12,young
Norbert Pacławski,17,54,73,19,young
Lewis Richardson,18,61,76,15,young
Thomas Thiesson Kristensen,19,63,77,14,young
Thiago Eduardo de Andrade,20,65,75,10,young
Nicolás Romero,17,59,80,21,young
Luuk Brouwers,23,69,77,8,young
Bradley Lucas Falcão Cini,21,64,70,6,young
Nathan Young-Coombes,18,59,79,20,young
Archie Goodwin,16,55,75,20,young
Lewis Fiorini,19,62,76,14,young
Emir Sahiti,22,70,75,5,young
Kouame Autonne,20,65,75,10,young
Pablo Cortés García,17,60,78,18,young
Renato Barbosa dos Santos Júnior,19,63,78,15,young
Marcel Beifus,18,62,76,14,young
Anssi Suhonen,21,63,72,9,young
David Lelle,18,58,73,15,young
Gilson Benchimol Tavares,19,66,77,11,young
Martin Wasinski,17,61,78,17,young
Jan-Erik Eichhorn,19,59,73,14,young
Andrew Moran,17,58,76,18,young
Tiago Filipe Alves Araújo,20,66,80,14,young
Daniel dos Santos Penha,22,67,74,7,young
Pedro Ruiz Delgado,21,64,74,10,young
Abraham Marcus,21,65,69,4,young
Kader Keïta,20,60,72,12,young
Kayne Bonnevie,19,61,78,17,young
Hugo Vogel,17,61,78,17,young
Mika Mármol Medina,20,64,77,13,young
Jorge Ruvalcaba,19,61,73,12,young
Alexander Schwolow,29,76,78,2,young
Edgar Badia Guardiola,29,79,80,1,young
Hendrik Van Crombrugge,28,76,78,2,young
Louis Schaub,26,73,74,1,young
Hiram Boateng,25,63,65,2,young
Iver Fossum,24,72,76,4,young
Sam Gallagher,25,70,71,1,young
Pieter Gerkens,26,71,72,1,young
Josip Elez,27,71,72,1,young
Pablo Galdames,24,71,76,5,young
Ethan Horvath,26,71,74,3,young
Jeison Angulo,25,68,73,5,young
Fabian Bredlow,26,68,69,1,young
Timo Baumgartl,25,74,77,3,young
Manuel García Alonso,23,73,80,7,young
Julian Pollersbeck,26,71,75,4,young
Arnaud Lusamba,24,70,74,4,young
Jorge Rodríguez,25,75,80,5,young
Cristo González Pérez,23,69,75,6,young
Shihao Wei,26,68,69,1,young
Boris Babić,23,65,72,7,young
Lewie Coyle,25,68,71,3,young
Derrick Luckassen,25,71,73,2,young
Tennai Watson,24,64,67,3,young
Andy Cannon,25,65,68,3,young
Bingourou Kamara,24,70,75,5,young
Haris Belkebla,27,74,75,1,young
Gethin Jones,25,65,66,1,young
Jean-Luc Dompé,25,71,72,1,young
Walmer Pacheco,26,70,71,1,young
Eric Björkander,25,65,70,5,young
Carlos Nieto Herrero,25,68,71,3,young
James Talbot,24,66,70,4,young
Carlos Apna Embaló,26,66,67,1,young
Douglas Felisbino Oliveira,26,62,63,1,young
Levi Sutton,24,62,65,3,young
Kianz Froese,25,64,67,3,young
Omar Albornoz,25,69,70,1,young
Marlos Moreno,24,68,71,3,young
Nicolás Araya,22,57,65,8,young
David Gil Mohedano,27,69,71,2,young
Steve Shamal,25,61,62,1,young
Oliver Sail,25,70,74,4,young
Ryan Sweeney,24,66,69,3,young
Jannik Dehm,25,68,71,3,young
Memo Rodriguez,25,67,70,3,young
Bilal Boutobba,22,69,76,7,young
Scott McMann,24,65,68,3,young
Sam Cosgrove,24,62,65,3,young
Igoh Ogbu,21,68,75,7,young
Dominik Fitz,22,67,74,7,young
Alexandru Cicâldău,23,73,79,6,young
Vladimir Screciu,21,68,78,10,young
Álvaro García Segovia,21,66,77,11,young
Iker Pozo La Rosa,20,57,72,15,young
Ryan Edmondson,20,59,69,10,young
Florian Chabrolle,23,60,67,7,young
Brooklyn Lyons-Foster,20,57,72,15,young
Ibrahim Sissoko,25,70,72,2,young
Burak Kapacak,21,66,75,9,young
Gabriel Resende Brazão,20,66,76,10,young
Georgiy Bushchan,27,74,78,4,young
Pol Lozano Vizuete,21,70,80,10,young
Clément Vidal,21,64,74,10,young
Brandon Baiye,19,62,72,10,young
Osaze Urhoghide,20,63,75,12,young
Vitalie Damascan,22,63,70,7,young
Amadou Ciss,21,66,71,5,young
Otar Kiteishvili,25,72,75,3,young
Mateusz Hołownia,23,64,68,4,young
Kolbeinn Birgir Finnsson,21,61,69,8,young
Albie Morgan,21,64,72,8,young
Jensen Weir,19,60,73,13,young
Alexander Díaz,21,66,76,10,young
Hans Christian Bernat,20,64,74,10,young
Tomoki Iwata,24,70,74,4,young
Facundo Almada,22,68,76,8,young
Guillem Jaime Serrano,22,65,74,9,young
Santeri Väänänen,19,60,75,15,young
Hugo Vallejo Avilés,21,67,77,10,young
Vakoun Issouf Bayo,24,68,72,4,young
Boubacar Fofana,22,64,70,6,young
Nicholas Mickelson,21,62,73,11,young
Gianluca Gaetano,21,60,73,13,young
Diogo dos Santos Cabral,22,68,77,9,young
Omir Fernandez,22,64,71,7,young
Dennis Politic,21,62,74,12,young
Victor Boniface,20,64,72,8,young
Giovanni González,26,72,73,1,young
Dynel Simeu,19,61,75,14,young
Louie Annesley,21,59,69,10,young
Otto Hindrich,18,61,78,17,young
Christian Conteh,21,65,76,11,young
Mohamed Diaby,24,69,76,7,young
Patrick Osterhage,21,68,75,7,young
Gaizka Larrazabal,23,68,75,7,young
Adrien Lebeau,21,64,73,9,young
Amel Mujanic,20,55,69,14,young
Saad Agouzoul,23,67,74,7,young
Alberto González García,23,66,73,7,young
Jai Rowe,19,59,68,9,young
Hugo Vandermersch,22,66,75,9,young
Maciej Rosołek,19,64,74,10,young
Joshua Oluwayemi,20,60,74,14,young
Jeremie Mukendi,20,53,63,10,young
Daniel Bentley,27,73,75,2,young
Amar Sejdič,24,64,66,2,young
Elliot Jorge Simões Inácio,21,63,75,12,young
Liam Scales,22,63,71,8,young
Benji Michel,23,64,70,6,young
Sean Nealis,24,66,71,5,young
Griffin Yow,18,55,74,19,young
Valentin Mihăilă,21,70,76,6,young
Alexi Pitu,19,65,80,15,young
Oliver Petersen,19,61,77,16,young
Ahmed Bani,18,60,72,12,young
Marcel Lavinier,20,60,72,12,young
Dominik Kother,21,66,73,7,young
Nicolas Popescu,18,55,73,18,young
Shaquil Delos,22,65,72,7,young
Jake Young,19,58,67,9,young
Danny Leyva,18,59,71,12,young
Marvin Ekpiteta,25,69,73,4,young
Kirian Rodríguez,25,67,70,3,young
Maximilian Rohr,26,64,67,3,young
Ouparine Djoco,23,66,71,5,young
Charlie Carter,24,58,59,1,young
Jake Taylor,22,59,60,1,young
Malik Abubakari,21,64,73,9,young
José Luis Rodriguez,24,71,76,5,young
Walter Clar,26,67,68,1,young
Abu Francis,20,65,76,11,young
Mason O'Malley,20,61,67,6,young
Dennis Waidner,20,61,71,10,young
Florian Heister,24,63,66,3,young
Miguel Brizuela,24,70,73,3,young
Hamdi Akujobi,21,64,72,8,young
Ismael Gutiérrez Montilla,20,65,78,13,young
Carlos Kevin Omoruyi Benjamin,20,60,74,14,young
Jubril Okedina,20,64,72,8,young
Rio Adebisi,20,62,71,9,young
Çağtay Kurukalıp,19,59,74,15,young
Edvard Sandvik Tagseth,20,63,75,12,young
Stefano Russo,21,63,73,10,young
Aziz Ouattara Mohammed,20,62,75,13,young
Antonio Sánchez Navarro,24,73,76,3,young
Giorgos Kyriakopoulos,25,69,71,2,young
Thiago Vecino,22,66,74,8,young
Aldair Fuentes,23,65,67,2,young
Gastón González,20,69,77,8,young
Scott Robertson,19,61,76,15,young
Ángelo Campos,28,69,71,2,young
Paolo Reyna,19,65,74,9,young
Alexis Beka Beka,20,67,80,13,young
Cian Tyler,19,54,70,16,young
Mehdi Zerkane,21,69,75,6,young
Thibault Tamas,20,61,75,14,young
Yuma Obata,19,63,76,13,young
Ilya Shkurin,21,66,72,6,young
Jesús Rivas,18,61,73,12,young
Mao Hosoya,19,65,74,9,young
Guido Rodríguez,26,78,79,1,young
Pape Abou Cissé,25,76,80,4,young
Levi García,23,76,80,4,young
Rey Manaj,24,71,76,5,young
Sarpreet Singh,22,69,78,9,young
Baba Rahman,26,71,72,1,young
Christian Nørgaard,27,75,76,1,young
Enzo Zidane,26,63,64,1,young
Jamal Lowe,26,71,72,1,young
Jefferson Lerma,26,75,77,2,young
Víctor Camarasa Ferrando,27,72,73,1,young
Brandon Barker,24,67,70,3,young
Josh Tymon,22,69,77,8,young
Dara O'Shea,22,71,78,7,young
Marcin Bułka,21,70,78,8,young
Fernando Gorriarán,26,77,80,3,young
Fausto Vera,21,72,79,7,young
Owen Otasowie,20,61,72,11,young
Dapo Afolayan,23,68,74,6,young
Darius Olaru,23,72,78,6,young
Sacha Boey,20,71,79,8,young
Loïc Mbe Soh,20,66,76,10,young
Braian Ojeda,21,68,80,12,young
Kaoru Mitoma,24,73,78,5,young
Björn Hardley,18,63,78,15,young
Tiago Melo Almeida,19,66,80,14,young
Vítor Manuel Carvalho Oliveira,21,70,81,11,young
Alberto Moreno Rebanal,19,64,81,17,young
Alan Godoy Domínguez,18,62,79,17,young
Cian Hayes,18,59,73,14,young
Piotr Banda,17,53,73,20,young
Facundo Castet,22,61,66,5,young
Harvey Lintott,18,54,66,12,young
Agustín Da Silveira,20,61,70,9,young
Tae Yang Kim,21,51,62,11,young
Priestley Farquharson,24,62,65,3,young
Dominique Ndure,21,57,64,7,young
Rubén de Tomás Gómez,20,62,75,13,young
Alessio Abibi,24,55,57,2,young
Tomoki Hayakawa,22,56,63,7,young
Taika Nakashima,19,57,71,14,young
John Higashi,19,57,68,11,young
Harvey Sayer,18,57,73,16,young
Haqi Osman,19,58,70,12,young
Jospin Nshimirimana,19,61,68,7,young
Mathis Lachuer,20,62,74,12,young
Nikola Stosic,21,62,70,8,young
Abdelrahman Saidi,21,64,71,7,young
Erwin Softić,19,59,70,11,young
Josip Filipovic,25,60,63,3,young
Ahmed Qasem,17,53,74,21,young
Agustín Rodríguez,23,60,66,6,young
Bogdan Racovițan,21,66,74,8,young
Tae Suk Lee,18,57,72,15,young
Myeong Jae Jeong,19,53,73,20,young
Gastón Benavídez,25,66,68,2,young
Bruno Valdez,19,62,74,12,young
Zach Awe,17,57,73,16,young
Julián Malatini,20,67,74,7,young
Daniel Camacho,22,61,67,6,young
Samson Akinyoola,21,66,72,6,young
